run_id,task_id,fault_type,fault_class,hook_tool,k,k_bin,n_steps,rel_pos,format,arm,auditor_role,sample_id,is_control,is_development,pred_step,true_step,exact,within3,pred_cat,true_cat,false_alarm,pointer_ok,parse_ok,too_long,tokens_in,tokens_out,bytes_record,prompt_hash,render_hash,model_tag,model_digest,ollama_version,think,num_ctx,seconds
3hop1__654651_55349_651302|corrupted_output|8,3hop1__654651_55349_651302,corrupted_output,tool,search,8,1,38,0.211,log,lossless,second,0,0,0,2,8,0,0,tool,tool,,1,1,0,5735,199,19245,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,389ec5985b7f7ee87c82067e3a1f2fd6127051a17c98d58680e690655727048c,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,20.34
3hop1__654651_55349_651302|corrupted_output|8,3hop1__654651_55349_651302,corrupted_output,tool,search,8,1,38,0.211,diff,lossless,second,0,0,0,24,8,0,0,evidence,tool,,1,1,0,7150,157,23591,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,9b2c3b734ecc02ee49bc1d5b8ab222ee594541bd9391237fce8364afb66cb98a,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,25.25
3hop1__654651_55349_651302|corrupted_output|8,3hop1__654651_55349_651302,corrupted_output,tool,search,8,1,38,0.211,prov,lossless,second,0,0,0,28,8,0,0,tool,tool,,0,1,0,7210,184,23725,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,78c3eafcd8c172c2e507f7f725c78628e078dc89f4e26ef19f35d68316d7bf91,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,26.43
3hop1__654651_55349_651302|dropped_note|18,3hop1__654651_55349_651302,dropped_note,state,write_note,18,2,20,0.9,log,lossless,second,0,0,0,18,18,1,1,evidence,state,,0,1,0,2959,249,8729,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,f7e39256bcb7be595db9c7656797c5be5ac9a9e63b66b3f83b43b00b113eabc2,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,13.01
3hop1__654651_55349_651302|dropped_note|18,3hop1__654651_55349_651302,dropped_note,state,write_note,18,2,20,0.9,diff,lossless,second,0,0,0,18,18,1,1,evidence,state,,1,1,0,3810,115,11417,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,7d0fbf5b3cfb67dfc5b334fea345dd887af3c6ddf11a1afd0d2cfcbe60b8e7a6,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,10.91
3hop1__654651_55349_651302|dropped_note|18,3hop1__654651_55349_651302,dropped_note,state,write_note,18,2,20,0.9,prov,lossless,second,0,0,0,14,18,0,0,tool,state,,0,1,0,3774,148,11136,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,420282d8b783f5be08c74eb4618d46b00e487ae797cbb1c40632db7e354a7dc3,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.34
3hop1__654651_55349_651302|no_source|18,3hop1__654651_55349_651302,no_source,evidence,write_note,18,2,20,0.9,log,lossless,second,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,2961,157,8730,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,9b36fddb9187829b89bf6fe504b117ee7b98fe4992224a5afd59316b2e605127,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,4.64
3hop1__654651_55349_651302|no_source|18,3hop1__654651_55349_651302,no_source,evidence,write_note,18,2,20,0.9,diff,lossless,second,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,3840,109,11523,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,c7b944ad80e804d7f48ce0345065e5e43fb6856c3bd6ce0c4d0c866a27d63006,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,3.83
3hop1__654651_55349_651302|no_source|18,3hop1__654651_55349_651302,no_source,evidence,write_note,18,2,20,0.9,prov,lossless,second,0,0,0,18,18,1,1,tool,evidence,,1,1,0,3841,186,11325,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,28903d9b2d8b8ef2a74333dad69b3cca6d2e4629020c8c43fc8f16c08e5904f0,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,6.12
3hop1__654651_55349_651302|overwritten_note|12,3hop1__654651_55349_651302,overwritten_note,state,write_note,12,0,20,0.6,log,lossless,second,0,0,0,12,12,1,1,evidence,state,,0,1,0,2982,324,8778,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,3db104fd4fa773bc23b7a951571e3da33f3efbd176b1e50e845ef34cadcaf359,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,10.76
3hop1__654651_55349_651302|overwritten_note|12,3hop1__654651_55349_651302,overwritten_note,state,write_note,12,0,20,0.6,diff,lossless,second,0,0,0,12,12,1,1,evidence,state,,1,1,0,3870,170,11581,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,bc9e74883edcfbd2d755e43cf04c9b1c500192ca819f8ff648e6641d7b9a3e01,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,8.64
3hop1__654651_55349_651302|overwritten_note|12,3hop1__654651_55349_651302,overwritten_note,state,write_note,12,0,20,0.6,prov,lossless,second,0,0,0,12,12,1,1,evidence,state,,1,1,0,3891,222,11441,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,8cf29051a4ef871b7d773f5bb7617fb018f7d59555eefa75a93108ddb8b50977,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,10.0
3hop1__654651_55349_651302|wrong_argument|4,3hop1__654651_55349_651302,wrong_argument,tool,read,4,0,38,0.105,log,lossless,second,0,0,0,34,4,0,0,state,tool,,1,1,0,5555,124,18528,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,997eaa91f721068c23aada5246b0c32d4213a7f03fb133d2eb4bdec375df01a4,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,16.25
3hop1__654651_55349_651302|wrong_argument|4,3hop1__654651_55349_651302,wrong_argument,tool,read,4,0,38,0.105,diff,lossless,second,0,0,0,,4,0,0,none,tool,,0,1,0,7074,186,23299,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,d897fe606b6a47053cc776145eecc1a35fc7ef681b8b4eda454e9965eb3c6f6d,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,24.53
3hop1__654651_55349_651302|wrong_argument|4,3hop1__654651_55349_651302,wrong_argument,tool,read,4,0,38,0.105,prov,lossless,second,0,0,0,34,4,0,0,tool,tool,,0,1,0,7150,237,23507,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,ab57d2ab0c3f2ee51701921ebbbe904d10395fb8e630ff35b2193e6182beedc5,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,26.32
3hop1__654651_55349_651302|wrong_source|18,3hop1__654651_55349_651302,wrong_source,evidence,write_note,18,2,20,0.9,log,lossless,second,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,2980,159,8774,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,ae9622cfd812913ab4faf9d11176eb1fe4a29805ba7e688aa650ca40ed2d9393,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,9.52
3hop1__654651_55349_651302|wrong_source|18,3hop1__654651_55349_651302,wrong_source,evidence,write_note,18,2,20,0.9,diff,lossless,second,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,3867,136,11577,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,a2aa32c24f82d233537a5d45f223aab9e7a7c1f0a7f0063b27b8c9b1d72bc651,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.14
3hop1__654651_55349_651302|wrong_source|18,3hop1__654651_55349_651302,wrong_source,evidence,write_note,18,2,20,0.9,prov,lossless,second,0,0,0,18,18,1,1,evidence,evidence,,1,1,0,3888,170,11437,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,0feab493b1f869771aecef4a9d295b460bf97b5b482de0bb58c48550024ae09f,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,13.45
4hop1__608132_508773_85832_745702|corrupted_output|22,4hop1__608132_508773_85832_745702,corrupted_output,tool,read,22,2,26,0.846,log,lossless,second,0,0,0,24,22,0,1,evidence,tool,,0,1,0,3864,177,11966,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,5643059d856fb90e944beabb7d2c272ca94a1f015a6faf2b9fd02947cdfb5d78,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,13.62
4hop1__608132_508773_85832_745702|corrupted_output|22,4hop1__608132_508773_85832_745702,corrupted_output,tool,read,22,2,26,0.846,diff,lossless,second,0,0,0,24,22,0,1,evidence,tool,,1,1,0,5035,137,15758,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,e1c0936d378d14735b1374c5ae0e07086d3bca01393df751440a80752e214f7e,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,15.7
4hop1__608132_508773_85832_745702|corrupted_output|22,4hop1__608132_508773_85832_745702,corrupted_output,tool,read,22,2,26,0.846,prov,lossless,second,0,0,0,24,22,0,1,evidence,tool,,1,1,0,5072,193,15627,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,9335ed40270ab9bafacf463b8edc9a72d08b5b646584348d39ad1ad0ef2bdf1e,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,18.2
4hop1__608132_508773_85832_745702|dropped_note|6,4hop1__608132_508773_85832_745702,dropped_note,state,write_note,6,0,26,0.231,log,lossless,second,0,0,0,12,6,0,0,evidence,state,,0,1,0,3808,209,11685,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,477dd675b729a742f456a7fcbedf7db5291afc239bcb577b95105d86022bbeca,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,11.95
4hop1__608132_508773_85832_745702|dropped_note|6,4hop1__608132_508773_85832_745702,dropped_note,state,write_note,6,0,26,0.231,diff,lossless,second,0,0,0,20,6,0,0,tool,state,,0,1,0,4933,163,15259,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,b06b3b3c35c740c507bfe5ae716e309a5208152e4c12acc7123b11896b591345,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,14.07
4hop1__608132_508773_85832_745702|dropped_note|6,4hop1__608132_508773_85832_745702,dropped_note,state,write_note,6,0,26,0.231,prov,lossless,second,0,0,0,24,6,0,0,evidence,state,,0,1,0,4931,181,15086,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,96586c173a67bfcec6a98c46ae0b0d085c4dda2a9eaa94c39c4e3b35825c398a,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,14.59
4hop1__608132_508773_85832_745702|no_source|6,4hop1__608132_508773_85832_745702,no_source,evidence,write_note,6,0,20,0.3,log,lossless,second,0,0,0,6,6,1,1,evidence,evidence,,1,1,0,3111,184,9585,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,514676dfbef3ed0df655583664724d9b663e275e95e5e5537d2492d74299b989,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,8.97
4hop1__608132_508773_85832_745702|no_source|6,4hop1__608132_508773_85832_745702,no_source,evidence,write_note,6,0,20,0.3,diff,lossless,second,0,0,0,12,6,0,0,evidence,evidence,,1,1,0,4047,165,12658,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,17bed86c8f5a946a0250180627c848d463b3c2849a1bac91c31e0d51020570b1,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,11.57
4hop1__608132_508773_85832_745702|no_source|6,4hop1__608132_508773_85832_745702,no_source,evidence,write_note,6,0,20,0.3,prov,lossless,second,0,0,0,6,6,1,1,evidence,evidence,,1,1,0,4040,179,12448,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,ccb4dec09920729e499a5bf3e4f2b396ac04474d5fc1e32575e7857a29ccdf9d,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,11.37
4hop1__608132_508773_85832_745702|overwritten_note|18,4hop1__608132_508773_85832_745702,overwritten_note,state,write_note,18,1,26,0.692,log,lossless,second,0,0,0,18,18,1,1,state,state,,1,1,0,3824,134,11739,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,b33b9d925f14bb98845755016f11540cab2178fdbebb99025b97ec2517d1301c,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,9.94
4hop1__608132_508773_85832_745702|overwritten_note|18,4hop1__608132_508773_85832_745702,overwritten_note,state,write_note,18,1,26,0.692,diff,lossless,second,0,0,0,18,18,1,1,state,state,,1,1,0,4989,178,15440,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,d2141ccc4b24cfd91a725b1a4de1912417b7ec2eb796858f1fd51c02bc9bc14f,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,14.82
4hop1__608132_508773_85832_745702|overwritten_note|18,4hop1__608132_508773_85832_745702,overwritten_note,state,write_note,18,1,26,0.692,prov,lossless,second,0,0,0,18,18,1,1,tool,state,,1,1,0,5032,187,15394,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,2db85e16523fe961a17ddb8610ae1b78d6fe4fc7a3a2065b8112af4ab260208f,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,15.21
4hop1__608132_508773_85832_745702|wrong_argument|14,4hop1__608132_508773_85832_745702,wrong_argument,tool,search,14,1,30,0.467,log,lossless,second,0,0,0,12,14,0,1,tool,tool,,1,1,0,4429,228,13754,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,b0bbf0fc91b5bf8abe7dd3347db37fd9debfc4bbde45f7ac52b20344673710d1,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.76
4hop1__608132_508773_85832_745702|wrong_argument|14,4hop1__608132_508773_85832_745702,wrong_argument,tool,search,14,1,30,0.467,diff,lossless,second,0,0,0,28,14,0,0,evidence,tool,,1,1,0,5687,173,17698,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,e1ebd720bf868c5c45243fdb9ce22edfe88ddf5a8d3b21b46f0a72109116d992,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,14.64
4hop1__608132_508773_85832_745702|wrong_argument|14,4hop1__608132_508773_85832_745702,wrong_argument,tool,search,14,1,30,0.467,prov,lossless,second,0,0,0,14,14,1,1,tool,tool,,0,1,0,5751,176,17772,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,419f88f9cda47f5d361b4d52640b22bbac003d0702e8825706116239c99a5e54,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,15.32
4hop1__608132_508773_85832_745702|wrong_source|24,4hop1__608132_508773_85832_745702,wrong_source,evidence,write_note,24,2,26,0.923,log,lossless,second,0,0,0,24,24,1,1,evidence,evidence,,1,1,0,3828,171,11763,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,7d8f5328d0ee477f3015d1d309ffd29d50c807b7b56972962046a69201faa09e,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,9.15
4hop1__608132_508773_85832_745702|wrong_source|24,4hop1__608132_508773_85832_745702,wrong_source,evidence,write_note,24,2,26,0.923,diff,lossless,second,0,0,0,24,24,1,1,evidence,evidence,,1,1,0,4992,199,15464,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,6b082ad7699ce6a8c30f4d3a08f12e6a2a38a56b82dbb3ce050eb9e4030855cf,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.74
4hop1__608132_508773_85832_745702|wrong_source|24,4hop1__608132_508773_85832_745702,wrong_source,evidence,write_note,24,2,26,0.923,prov,lossless,second,0,0,0,24,24,1,1,evidence,evidence,,1,1,0,5034,166,15424,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,a8a2098beeab149fda4e468498e24a3e0ec7222f9dfb80a05d8577189248c51e,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,11.81
3hop1__273571_834494_34088|corrupted_output|2,3hop1__273571_834494_34088,corrupted_output,tool,search,2,0,38,0.053,log,lossless,second,0,0,0,6,2,0,0,evidence,tool,,1,1,0,2844,286,9485,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,dfdc3906436bf73110f348753e74017c2261a4a0aa49822e5ea23de21eec6585,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.38
3hop1__273571_834494_34088|corrupted_output|2,3hop1__273571_834494_34088,corrupted_output,tool,search,2,0,38,0.053,diff,lossless,second,0,0,0,8,2,0,0,tool,tool,,0,1,0,3805,223,12176,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,0ead70e28708e6e9b114a4164df0fd0f1753559f6e48d7ff3b2eb8b20aab42de,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,13.87
3hop1__273571_834494_34088|corrupted_output|2,3hop1__273571_834494_34088,corrupted_output,tool,search,2,0,38,0.053,prov,lossless,second,0,0,0,8,2,0,0,tool,tool,,1,1,0,3956,259,12821,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,e3dec3581d23c82090373c60d4a91d4e72c90d5c414836d66dfc5dcd3ed58b58,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,15.83
3hop1__273571_834494_34088|dropped_note|12,3hop1__273571_834494_34088,dropped_note,state,write_note,12,1,20,0.6,log,lossless,second,0,0,0,12,12,1,1,evidence,state,,0,1,0,2983,192,9142,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,ecbb64a558f1ab5f03eaf154c7244baf8637b5b3b811b479f96309ca3da4323a,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,11.18
3hop1__273571_834494_34088|dropped_note|12,3hop1__273571_834494_34088,dropped_note,state,write_note,12,1,20,0.6,diff,lossless,second,0,0,0,,12,0,0,none,state,,0,1,0,3783,509,11747,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,259f5e9a00374612e5ded6b6403d2331b3b1a218616e8fe200845c8b4fe5d3f6,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,21.57
3hop1__273571_834494_34088|dropped_note|12,3hop1__273571_834494_34088,dropped_note,state,write_note,12,1,20,0.6,prov,lossless,second,0,0,0,12,12,1,1,evidence,state,,0,1,0,3821,274,11700,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,a29c1030b7b94b4790b13df4963a9e13f5072973121d3df1eb516c1841a363a1,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,15.91
3hop1__273571_834494_34088|no_source|12,3hop1__273571_834494_34088,no_source,evidence,write_note,12,1,20,0.6,log,lossless,second,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,3006,134,9290,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,bcf518755e7f6d9ba6ffce72c1fbd45a5c62bb5ccd69d517a84598ad0a03bd62,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,6.51
3hop1__273571_834494_34088|no_source|12,3hop1__273571_834494_34088,no_source,evidence,write_note,12,1,20,0.6,diff,lossless,second,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,3826,97,11957,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,79cb6bec7bf1540e968b1c75d4d821f712b39d0110c60678a897610828c38e63,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,6.58
3hop1__273571_834494_34088|no_source|12,3hop1__273571_834494_34088,no_source,evidence,write_note,12,1,20,0.6,prov,lossless,second,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,3888,180,12004,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,91ccf9ea78eec9d4c00ec76fefc2163eb0af8496afece2149ace78f709b254e0,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,8.91
3hop1__273571_834494_34088|overwritten_note|18,3hop1__273571_834494_34088,overwritten_note,state,write_note,18,2,20,0.9,log,lossless,second,0,0,0,18,18,1,1,state,state,,1,1,0,2988,116,9191,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,005602fa472b544e5ccd8da2ab79dd6419cba3e125ee5d1167e2d2a371b2446c,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,5.46
3hop1__273571_834494_34088|overwritten_note|18,3hop1__273571_834494_34088,overwritten_note,state,write_note,18,2,20,0.9,diff,lossless,second,0,0,0,18,18,1,1,state,state,,1,1,0,3820,175,11879,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,e026414de777c6f6c08e0f0a5e2bdbe48112ef5a1bace04aea2c7d31ea204078,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,8.75
3hop1__273571_834494_34088|overwritten_note|18,3hop1__273571_834494_34088,overwritten_note,state,write_note,18,2,20,0.9,prov,lossless,second,0,0,0,18,18,1,1,evidence,state,,1,1,0,3875,200,11915,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,6382d2bc76c182d33bbb4fa726848e7b838634384d0b22a520ca858aeedfad0b,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,9.45
3hop1__273571_834494_34088|wrong_argument|16,3hop1__273571_834494_34088,wrong_argument,tool,read,16,2,20,0.8,log,lossless,second,0,0,0,18,16,0,1,evidence,tool,,0,1,0,3038,204,9385,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,860246c5829bdc028f648f0c10b0e2bdaa2bf78dbd8cb3ac64a84ce20f3c6f4a,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,6.73
3hop1__273571_834494_34088|wrong_argument|16,3hop1__273571_834494_34088,wrong_argument,tool,read,16,2,20,0.8,diff,lossless,second,0,0,0,18,16,0,1,evidence,tool,,1,1,0,3863,220,12114,580493953bfd9de6d0b2d1d8a4f1e43ab9de066daab1e45d308f79bb0263f1ee,a3f56fd83e41196d589ce03c2cf035b1d2c73ab953378d17ae4922aaa2148b30,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,8.36
3hop1__273571_834494_34088|wrong_argument|16,3hop1__273571_834494_34088,wrong_argument,tool,read,16,2,20,0.8,prov,lossless,second,0,0,0,18,16,0,1,evidence,tool,,0,1,0,3950,164,12158,168bfa490b87987c32e9abf27aba2b17c5b1e85904f1f25d9f267c0979b5b569,f624086210d1dd62c48d470f347647499780fd50c827024d2ff32eb86e0b2e4d,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,6.75
3hop1__273571_834494_34088|wrong_source|12,3hop1__273571_834494_34088,wrong_source,evidence,write_note,12,0,20,0.6,log,lossless,second,0,0,0,12,12,1,1,evidence,evidence,,1,1,0,3018,145,9323,ba8b77f02b64574ea7e93ea62fa1fc123ccb9b7577129cf415e005a243f5b0a5,c0c458a2fdaf58bb84e463c976dff14358635d8dbd51cbe4002808fea1ce314e,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,6.29
